,date,title,language,country,url
1563,20200303T173000Z,"Coronavirus : stop panic - buying hand sanitisers and pasta , shoppers told",English,United Kingdom,https://www.thetimes.co.uk/edition/news/shoppers-stockpiling-pasta-and-hand-gel-urged-to-stop-panic-buying-z0tdpkvqz
1564,20200331T104500Z,UK supermarkets record busiest month in history,English,India,https://www.business-standard.com/article/pti-stories/uk-supermarkets-record-busiest-month-in-history-120033100774_1.html
1565,20200312T011500Z,"British panic buying has a touch of class , says VIRGINIA BLACKBURN",English,United Kingdom,https://www.express.co.uk/comment/columnists/virginia-blackburn/1254019/coronavirus-uk-loo-roll-panic-buying-stockpiling-toilet-paper
1566,20200314T141500Z,Panic - buying causing some food shortages at Wood Buffalo Food Bank,English,Canada,https://www.cbc.ca/news/canada/edmonton/wood-buffalo-food-bank-coronavirus-1.5497832
1567,20200321T163000Z,Shoppers urged to  be responsible  as NHS director says panic - buyers should be  ashamed  of themselves,English,United Kingdom,https://www.yorkshirepost.co.uk/health/coronavirus/shoppers-urged-be-responsible-nhs-director-says-panic-buyers-should-be-ashamed-themselves-2504561
1568,20200302T114500Z,There is  no need  to  panic purchase  amid coronavirus outbreak,English,Australia,https://www.skynews.com.au/details/_6137529395001
1569,20200313T063000Z,Woman is charged with stealing face masks and antiseptic hand sanitiser from hospital,English,United Kingdom,https://www.dailymail.co.uk/news/article-8107905/Woman-charged-stealing-face-masks-antiseptic-hand-sanitiser-hospital.html
1570,20200313T160000Z,Tesco issues message to stockpilers amid coronavirus panic - buying,English,United Kingdom,https://www.coventrytelegraph.net/news/health/tesco-issues-message-stockpilers-amid-17919751
1571,20200313T141500Z,Public urged to avoid bulk buying groceries,English,Ireland,https://www.rte.ie/news/business/2020/0313/1122074-public-urged-to-avoid-bulk-buying-groceries/
1572,20200316T221500Z,Coles introduces new restrictions on products,English,United Kingdom,https://www.dailymail.co.uk/news/article-8118977/Coles-introduces-new-restrictions-products.html
1573,20200330T010000Z,"No shortage of petroleum products especially petrol , diesel , LPG : HPCL Chairman Surana",English,India,https://www.aninews.in/news/national/general-news/no-shortage-of-petroleum-products-especially-petrol-diesel-lpg-hpcl-chairman-surana20200330051503/
1574,20200319T113000Z,Coronavirus : Panic buying hits Perth first Costco store,English,Australia,https://www.9news.com.au/national/coronavirus-panic-buying-hits-perths-first-costco-store/1ccc0450-5b5b-47f4-b37a-c470adc3830f
1575,20200313T234500Z,Forum thread : Corona in NA ( follow up ) ,English,United States,https://www.hltv.org/forums/threads/2261013/corona-in-na-follow-up
1576,20200312T091500Z,Tesco chairman says no need for consumers to panic buy,English,Ireland,https://www.rte.ie/news/business/2020/0312/1121793-tesco-chairman-on-virus/
1577,20200317T043000Z,Coronavirus NSW : $2 . 3b economic plan amid 39 new cases,English,Australia,https://www.dailytelegraph.com.au/news/nsw/coronavirus-nsw-exponential-rise-in-cases-expected-across-the-state/live-coverage/300bd573958fba28e5927c151cdcbd47?nk=b77df7ffe46c7d9f5b5f8bfb6d20a67d-1584418738
1578,20200323T221500Z,Heightened health protocols will cause only minor hold - ups to Fonterra milk operations through the four - week lockdown - 24 - Mar - 2020,English,New Zealand,https://home.nzcity.co.nz/news/article.aspx?id=308616
1579,20200323T220000Z,Heightened health protocols will cause only minor hold - ups to Fonterra milk operations through the four - week lockdown - 24 - Mar - 2020,English,New Zealand,"https://home.nzcity.co.nz/news/article.aspx?id=308616&fm=psp,tsf"
1580,20200323T220000Z,Heightened health protocols will cause only minor hold - ups to Fonterra milk operations through the four - week lockdown - 24 - Mar - 2020,English,New Zealand,"https://home.nzcity.co.nz/news/article.aspx?id=308616&fm=psp,tst"
1581,20200317T201500Z,Liveleak . com - Malaysians panic buy as country goes into drastic two - week lockdown,English,United States,https://www.liveleak.com/view?t=sNsEL_1584438138
1582,20200328T153000Z,"Coronavirus in Ireland – Two more deaths from Covid - 19 in North as 49 new cases brings island to 2 , 445 – The Irish Sun",English,Ireland,https://www.thesun.ie/news/5258859/coronavirus-in-ireland-two-deaths-north-total-island/
1583,20200314T173000Z,Publix Changing Hours in Wake of Coronavirus Shopping Frenzy,English,United States,https://www.nbcmiami.com/news/local/publix-changing-hours-in-wake-of-coronavirus-shopping-frenzy/2205648/
1584,20200312T090000Z,Tesco does not expect more than short - term shortages over coronavirus,English,United States,https://www.channelnewsasia.com/news/business/tesco-does-not-expect-more-than-short-term-shortages-over-coronavirus-12530976
1585,20200326T193000Z,How I fought the urge to panic - buy – and won,English,United Kingdom,https://www.spectator.co.uk/article/how-i-fought-the-urge-to-panic-buy-and-won
1586,20200310T224500Z,Coronavirus : Food banks  run low on basic as donations fall and shoppers stockpile,English,United Kingdom,https://news.sky.com/story/coronavirus-food-banks-run-low-on-basics-as-donations-fall-and-shoppers-stockpile-11954815
1587,20200313T154500Z,Coronavirus : Gemma Collins grabs 7 packs of loo roll and wine in panic shopping spree,English,United Kingdom,https://www.mirror.co.uk/3am/celebrity-news/coronavirus-gemma-collins-grabs-7-21688251
1588,20200317T030000Z,"Sewers overflow after becoming blocked with wet wipes , tissues and paper towels as Australia feels the full brunt of the toilet roll crisis",English,United States,https://www.msn.com/en-au/news/australia/sewers-overflow-after-becoming-blocked-with-wet-wipes-tissues-and-paper-towels-as-australia-feels-the-full-brunt-of-the-toilet-roll-crisis/ar-BB11huu9
1589,20200311T003000Z,Mum - of - 16 hits back at Australian shoppers who shamed her for buying  too much  toilet paper,English,United Kingdom,https://www.dailymail.co.uk/femail/article-8097573/Mum-16-hits-Australian-shoppers-shamed-buying-toilet-paper.html
1590,20200319T130000Z,UK supermarkets expect police support if London in lockdown - industry source,English,United Arab Emirates,https://www.zawya.com/mena/en/business/story/UK_supermarkets_expect_police_support_if_London_in_lockdown__industry_source-TR20200319nL9N29W01YX2/
1591,20200324T174500Z,Hoarder is now regretting his decision to panic buy | 105 . 5 The Beat | The Freakshow with Flyin Brian,English,United States,https://1055thebeat.iheart.com/featured/the-freakshow-with-flyin-brian/content/2020-03-24-hoarder-is-now-regretting-his-decision-to-panic-buy/
1592,20200322T004500Z,Get the PM behind you just £3 a roll,English,United Kingdom,https://www.thetimes.co.uk/edition/comment/get-the-pm-behind-you-just-3-a-roll-0w2l8ghfr
1593,20200228T224500Z,Coronavirus : Customers restricted at PaknSave stores as people  panic buy  ,English,New Zealand,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12312755
1594,20200331T201500Z,The 2020 toilet paper crisis : Calculating how long your supply will last,English,United States,https://www.nbc12.com/2020/03/31/toilet-paper-crisis-calculating-how-long-your-supply-will-last/
1595,20200321T161500Z,Shoppers urged to  be responsible  as NHS director says panic - buyers should be  ashamed  of themselves,English,United Kingdom,https://www.yorkshireeveningpost.co.uk/health/coronavirus/shoppers-urged-be-responsible-nhs-director-says-panic-buyers-should-be-ashamed-themselves-2504561
1596,20200306T194500Z,CORONAVIRUS : Stop Panic Buying | The Beat Columbia,English,United States,https://thebeatcolumbia.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1597,20200306T194500Z,CORONAVIRUS : Stop Panic Buying | 105 . 5 The Beat,English,United States,https://sunny1055online.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1598,20200306T203000Z,CORONAVIRUS : Stop Panic Buying,English,United States,https://power99.iheart.com/content/2020-03-06-coronavirus-stop-panic-buying/
1599,20200306T213000Z,CORONAVIRUS : Stop Panic Buying,English,United States,https://power107.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1600,20200306T223000Z,CORONAVIRUS : Stop Panic Buying | 93 . 3 The Beat,English,United States,https://wjbt.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1601,20200306T201500Z,CORONAVIRUS : Stop Panic Buying,English,United States,https://kiiz.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1602,20200306T211500Z,CORONAVIRUS : Stop Panic Buying | 100 . 3 The Beat,English,United States,https://1003thebeat.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1603,20200307T001500Z,CORONAVIRUS : Stop Panic Buying | 105 . 5 The Beat,English,United States,https://swagga941.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1604,20200306T234500Z,CORONAVIRUS : Stop Panic Buying,English,United States,https://wjiz.iheart.com/featured/t-roy/content/2020-03-06-coronavirus-stop-panic-buying/
1605,20200306T070000Z,Coronavirus : This Instagram Filter Tells You Which Toilet Paper To Panic - Buy,English,Australia,https://junkee.com/toilet-paper-instagram-filter/245695
1606,20200311T081500Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.bournemouthecho.co.uk/news/18295109.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1607,20200323T163000Z,"Coronavirus : BP urges calm , insists there is plenty of fuel",English,United Kingdom,https://www.theargus.co.uk/news/18327850.coronavirus-bp-urges-calm-insists-plenty-fuel/
1608,20200323T173000Z,Costco Just Announced Special Shopping Hours for Senior Members | Mix 94 . 7,English,United States,https://south947thelegend.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1609,20200323T171500Z,Costco Just Announced Special Shopping Hours for Senior Members | Mix 96,English,United States,https://mix96online.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1610,20200323T161500Z,Costco Just Announced Special Shopping Hours for Senior Members | 104 . 3 MYFM,English,United States,https://1043myfm.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1611,20200323T160000Z,Costco Just Announced Special Shopping Hours for Senior Members | Magic 101 . 1 FM,English,United States,https://101magic.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1612,20200323T151500Z,Costco Just Announced Special Shopping Hours for Senior Members | NOW 1051,English,United States,https://now1051.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1613,20200323T151500Z,Costco Just Announced Special Shopping Hours for Senior Members | KISS 98 . 1,English,United States,https://kiss981.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1614,20200323T150000Z,Costco Just Announced Special Shopping Hours for Senior Members | Mix 104 . 7,English,United States,https://mix1047.iheart.com/featured/valentine-in-the-morning/content/2020-03-22-costco-just-announced-special-shopping-hours-for-senior-members/
1615,20200316T181500Z,Oregon police want an end to 911 calls for toilet paper,English,United States,https://www.cnn.com/2020/03/16/us/newport-911-toilet-paper-trnd/
1616,20200312T080000Z,Tesco does not expect more than short - term shortages over coronavirus,English,United States,https://www.reuters.com/article/health-coronavirus-tesco/tesco-does-not-expect-more-than-short-term-shortages-over-coronavirus-idUSL9N29W00V
1617,20200324T044500Z,"Listen up , New Zealand : It time to calm down",English,New Zealand,https://www.stuff.co.nz/national/health/coronavirus/120537605/listen-up-new-zealand-its-time-to-calm-down
1618,20200304T080000Z,Qld health officer urges public not to panic buy,English,Australia,https://www.qt.com.au/news/locals-panic-buy-worry-over-bogus-coronavirus-news/3959559/
1619,20200319T231500Z,Nurse who finished 48 - hour shift in tears as she begs people to stop panic - buying amid coronavirus outbreak,English,United Kingdom,https://www.hulldailymail.co.uk/news/uk-world-news/coronavirus-nurse-tears-panic-buying-3966350
1620,20200305T174500Z,Supermarket shelves empty as coronavirus in Oxfordshire causes panic buying,English,United Kingdom,https://www.oxfordmail.co.uk/news/18284747.supermarket-shelves-empty-coronavirus-oxfordshire-causes-panic-buying/
1621,20200310T131500Z,Health chief warns coronavirus outbreak could last months,English,United States,https://news.yahoo.com/health-chief-coronavirus-outbreak-vaccine-123912835.html
1622,20200312T233000Z,Dani Dyer fumes as she dashes to supermarket to panic buy to find shelves empty,English,United Kingdom,https://www.mirror.co.uk/3am/celebrity-news/dani-dyer-fumes-dashes-supermarket-21684338
1623,20200310T134500Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.echo-news.co.uk/news/18293897.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1624,20200310T153000Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.salisburyjournal.co.uk/news/18294487.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1625,20200401T220000Z,"Truck full of toilet paper crashes , catches fire on Texas highway",English,Canada,https://www.ctvnews.ca/world/truck-full-of-toilet-paper-crashes-catches-fire-on-texas-highway-1.4878106
1626,20200310T130000Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.lancashiretelegraph.co.uk/news/18293877.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1627,20200320T210000Z,WATCH | Wipe out : See how people are beating the toilet paper shortage,English,South Africa,https://www.news24.com/World/News/watch-wipe-out-see-how-people-are-beating-the-toilet-paper-shortage-20200320
1628,20200312T224500Z,Dani Dyer fumes as she dashes to supermarket to panic buy to find shelves empty,English,Ireland,https://www.irishmirror.ie/showbiz/celebrity-news/dani-dyer-fumes-dashes-supermarket-21684428
1629,20200318T111500Z,Tesco 24 Hour Stores Are Cutting Back Opening Hours Starting Today,English,United Kingdom,https://www.gizmodo.co.uk/2020/03/tesco-reduces-hours-24-hour-stores/
1630,20200305T051500Z,Toilet paper shortage : Man tasered after alleged assault at Big W,English,Australia,https://www.news.com.au/lifestyle/health/health-problems/police-taser-man-after-fight-over-toilet-paper-breaks-out-in-big-w/news-story/53de5794a49274c44558651d6712df71
1631,20200316T234500Z,Coronavirus : Images show empty shelves in Caernarfon Morrisons as panic - buying continues,English,United Kingdom,https://www.dailypost.co.uk/news/north-wales-news/coronavirus-images-show-empty-shelves-17936042
1632,20200320T131500Z,Queues outside Rhyl Aldi as panic buying shows no sign of letting up,English,United Kingdom,https://www.dailypost.co.uk/news/north-wales-news/queues-outside-rhyl-aldi-panic-17952974
1633,20200313T044500Z,Panic buying  should be socially unacceptable  to protect vital supplies | Ireland,English,United Kingdom,https://www.thetimes.co.uk/edition/ireland/panic-buying-should-be-socially-unacceptable-to-protect-vital-supplies-tmhlzxm7w
1634,20200325T144500Z,"  Friends dont let friends panic buy , SA celebs tell shoppers in catchy tune",English,South Africa,https://www.timeslive.co.za/sunday-times/lifestyle/food/2020-03-25-friends-dont-let-friends-panic-buy-sa-celebs-tell-shoppers-in-catchy-tune/
1635,20200312T084500Z,Tesco does not expect more than short - term shortages over coronavirus,English,United States,https://in.reuters.com/article/health-coronavirus-tesco/tesco-does-not-expect-more-than-short-term-shortages-over-coronavirus-idINKBN20Z118
1636,20200308T221500Z,Calpol and lavatory roll rationed as supermarkets stem coronavirus panic buying,English,United Kingdom,https://www.thetimes.co.uk/edition/news/calpol-and-lavatory-roll-rationed-as-supermarkets-stem-coronavirus-panic-buying-dq6hdgmm8
1637,20200308T183000Z,Calpol and loo roll rationed as supermarkets stem coronavirus panic buying,English,United Kingdom,https://www.thetimes.co.uk/edition/news/calpol-and-loo-roll-rationed-as-supermarkets-stem-coronavirus-panic-buying-dq6hdgmm8
1638,20200313T081500Z,Local stores facing cleaning supply shortages,English,United States,https://www.wjhg.com/content/news/Local-stores-facing-cleaning-supply-shortages-568759081.html
1639,20200329T120000Z,Symbol of Coronavirus ? Scottish Man Receives Toilet Paper Via Drone During COVID - 19 Pandemic,English,Russia,https://sputniknews.com/society/202003291078749472-scottish-man-receives-toilet-paper-via-drone-during-covid-19-pandemic/
1640,20200310T131500Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.theargus.co.uk/news/18293983.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1641,20200316T193000Z,"Dr . Mona Hacker on possible shutdowns , social distancing , and travel bans amid COVID - 19 pandemic - ",English,United States,https://www.kusi.com/dr-mona-hacker-on-possible-shutdowns-social-distancing-and-travel-bans-amid-covid-19-pandemic/
1642,20200306T163000Z,On The Huh podcast : Coronavirus and Norwich City Fa Cup discussed in this episode | Latest Norfolk and Suffolk News,English,United Kingdom,https://www.edp24.co.uk/news/norfolk-on-the-huh-podcast-coronavirus-brings-frozen-fish-shortage-1-6549312
1643,20200304T201500Z,Do not panic buy N95 masks,English,Trinidad and Tobago,https://newsday.co.tt/2020/03/04/do-not-panic-buy-n95-masks/
1644,20200330T070000Z,Carrefour announces new timings,English,United Arab Emirates,https://www.timeoutdubai.com/news/437835-carrefour-announces-new-timings
1645,20200317T001500Z,Truck crashes on Sydney M4 motorway,English,United Kingdom,https://www.dailymail.co.uk/news/article-8119257/Truck-crashes-Sydneys-M4-motorway-spilling-load-toilet-paper.html
1646,20200306T160000Z,Coronavirus : Supermarkets cast doubt on minister food supply claim,English,United Kingdom,https://www.bbc.com/news/business-51769184
1647,20200312T090000Z,Tesco does not expect more than short - term shortages over coronavirus,English,United States,https://www.reuters.com/article/us-health-coronavirus-tesco/tesco-does-not-expect-more-than-short-term-shortages-over-coronavirus-idUSKBN20Z0YZ
1648,20200312T214500Z,How To Deal With Coronavirus - Related Stress | My 99 . 5,English,United States,https://my995fm.iheart.com/featured/wendy-wild/content/2020-03-12-how-to-deal-with-coronavirus-related-stress/
1649,20200331T110000Z,Virus rush pours £10 . 8b into united kingdom supermarkets,English,Hong Kong,https://www.thestandard.com.hk/breaking-news/section/2/144776/Virus-rush-pours-&pound
1650,20200321T161500Z,"Coronavirus :  Be responsible , urges Government amid supermarket panic buying",English,United Kingdom,https://www.thestar.co.uk/health/coronavirus-be-responsible-urges-government-amid-supermarket-panic-buying-2504559
1651,20200331T140000Z,Jeremy Clarkson selling farm items from roadside filing cabinet amid coronavirus pandemic,English,United Kingdom,https://www.express.co.uk/celebrity-news/1262874/jeremy-clarkson-farm-shop-items-twitter-pictures-coronavirus-news
1652,20200310T141500Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.swindonadvertiser.co.uk/news/18294151.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1653,20200310T150000Z,"Asda , Tesco and Waitrose are limiting how much food customers can buy to prevent stockpiling",English,United Kingdom,https://www.bucksfreepress.co.uk/news/18294557.asda-tesco-waitrose-limiting-much-food-customers-can-buy-prevent-stockpiling/
1654,20200306T084500Z,Live updates as coronavirus  panic buying  advice is issued,English,United Kingdom,https://www.derbytelegraph.co.uk/news/local-news/live-updates-coronavirus-panic-buying-3920729
1655,20200326T100000Z,LISTEN UP ! These local musicians are asking you nicely not to panic buy,English,South Africa,https://www.channel24.co.za/Music/News/listen-up-these-local-musicians-are-asking-you-nicely-not-to-panic-buy-20200326
1656,20200310T090000Z,Shops have rights to limit what you can buy,English,United Kingdom,https://www.manxradio.com/news/isle-of-man-news/shops-have-rights-to-limit-what-you-can-buy/
1657,20200323T153000Z,Nestle CEO tells employees to  get ready for the storm to hit  ,English,United States,https://thehill.com/blogs/blog-briefing-room/news/488976-nestle-ceo-tells-employees-to-get-ready-for-the-storm-to-hit
1658,20200325T043000Z,Topic | First Person Pandemic | The Sydney Morning Herald,English,Australia,https://www.smh.com.au/topic/first-person-pandemic--1nf4
1659,20200328T144500Z,Coronavirus in Ireland – Seventy nine clusters of Covid - 19 identified with fourteen outbreaks in nursing homes – The Irish Sun,English,Ireland,https://www.thesun.ie/news/5258665/coronavirus-in-ireland-clusters-covid-19-outbreaks-nursing-homes/
1660,20200313T210000Z,Instagram cracks down on coronavirus AR effects,English,Japan,https://www.engadget.com/2020/03/13/instagram-cracks-down-on-coronavirus-ar-effects/
1661,20200401T161500Z,WATCH : Pippa ordered 120 eggs and Chris Moyles cant get over it,English,United Kingdom,https://www.radiox.co.uk/radio/shows-presenters/chris-moyles/watch-pippa-ordered-120-eggs-chris-cant-cope/
1662,20200311T063000Z,Retailers push for delivery curfew for supermarkets to be lifted,English,United Kingdom,https://www.dailymail.co.uk/news/article-8098635/Retailers-push-delivery-curfew-supermarkets-lifted-shelves-kept-stocked.html
1663,20200313T130000Z,Costco and Asda stripped in panic - buying as Tesco boss says there enough food,English,United Kingdom,https://www.dailymail.co.uk/news/article-8109061/Costco-Asda-stripped-panic-buying-Tesco-boss-says-theres-food.html
1664,20200313T031500Z,Men and women show off their impressive stockpiles - as coronavirus sweeps the globe,English,United Kingdom,https://www.dailymail.co.uk/femail/article-8107045/Men-women-impressive-stockpiles-coronavirus-sweeps-globe.html
1665,20200308T181500Z,Coronavirus : Supermarkets ration hand sanitiser and pasta to stop panic buying,English,United Kingdom,https://www.itv.com/news/2020-03-08/coronavirus-supermarkets-ration-hand-sanitiser-and-pasta-to-stop-panic-buying/
1666,20200317T204500Z,How state plans to restock the shelves,English,Australia,https://www.thechronicle.com.au/news/how-state-plans-to-restock-the-shelves/3974848/
1667,20200327T023000Z,Check stores inventories from home with new website launched by UT students,English,United States,https://www.click2houston.com/consumer/2020/03/26/check-stores-inventories-from-home-with-new-website-launched-by-ut-students/
1668,20200318T001500Z,Queues in Whangārei supermarket mean 25 minute wait - but no panic buying,English,New Zealand,https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12317503
1669,20200317T233000Z,Queues in Whangārei supermarket mean 25 minute wait - but no panic buying,English,New Zealand,https://www.nzherald.co.nz/coronavirus/news/article.cfm?c_id=1504828&objectid=12317503
1670,20200319T003000Z,Paddy McGuinness hits out at  d *** head who panic buy toilet roll during first trip to supermarket,English,United Kingdom,https://www.dailymail.co.uk/tvshowbiz/article-8128401/Paddy-McGuinness-hits-d-heads-panic-buy-toilet-roll-trip-supermarket.html
1671,20200320T054500Z,Chris Evans :  I promised I wouldnt say thi Virgin Radio host reveals new move to wife | Celebrity News | Showbiz & TV,English,United Kingdom,https://www.express.co.uk/celebrity-news/1257612/Chris-Evans-Virgin-Radio-coronavirus-covid-19-work-wife-news-latest-update
1672,20200320T203000Z,"Britons stock up on alcohol after Boris Johnson coronavirus closure of pubs , bars and restaurants",English,United Kingdom,https://www.dailymail.co.uk/news/article-8136193/Britons-stock-alcohol-Boris-Johnsons-coronavirus-closure-pubs-bars-restaurants.html
1673,20200321T151500Z,Coronavirus : Jacinda Ardern plea to New Zealand as shoppers flood supermarkets,English,New Zealand,https://www.newshub.co.nz/home/new-zealand/2020/03/coronavirus-jacinda-ardern-s-plea-to-new-zealand-as-shoppers-flood-supermarkets.html
1674,20200304T001500Z,Sydney woman with coronavirus works at aged care home,English,United States,https://www.msn.com/en-au/news/australia/sydney-woman-with-coronavirus-works-at-aged-care-home/ar-BB10HoR0
1675,20200305T163000Z,Australian newspaper prints pages to be used as TOILET PAPER after coronavirus panic - buying,English,United Kingdom,https://www.dailymail.co.uk/news/article-8079083/Australian-newspaper-prints-pages-used-TOILET-PAPER-coronavirus-panic-buying.html
1676,20200303T093000Z,"Scott Morrison Says  Not Concerned  About Supermarket Supply After Coles , Woolies Cite Good Stock Levels",English,United States,https://www.theepochtimes.com/scott-morrison-says-not-concerned-about-supermarket-supply-after-coles-woolies-cite-good-stock-levels_3258179.html
1677,20200317T223000Z,How state plans to restock the shelves,English,Australia,https://www.sunshinecoastdaily.com.au/news/how-state-plans-to-restock-the-shelves/3974848/
1678,20200314T001500Z,Google Searches for  Bidets  Skyrocket Following Toilet Paper Coronavirus Panic Buys,English,United States,https://www.infowars.com/google-searches-for-bidets-skyrocket-following-toilet-paper-coronavirus-panic-buys/
1679,20200308T131500Z,Oz newspaper prints extra pages to help readers combat toilet paper scarcity,English,India,https://www.deccanchronicle.com/lifestyle/viral-and-trending/080320/oz-newspaper-prints-extra-pages-to-help-readers-combat-toilet-paper-sc.html
1680,20200311T131500Z,Coronavirus : Abingdon food bank short of items,English,United Kingdom,https://www.oxfordmail.co.uk/news/18296947.coronavirus-abingdon-food-bank-short-items/
1681,20200212T034500Z,Phoenix gun store owner says proposed assault weapon ban has boosted sales,English,United States,https://www.azfamily.com/news/phoenix-gun-store-owner-says-proposed-assault-weapon-ban-has/article_1fed8a36-4d44-11ea-baa5-3b1cf6ad90f0.html
1682,20200323T223000Z,Op - Ed : Who telling these idiots to panic buy ? ,English,United States,http://www.digitaljournal.com/news/world/op-ed-who-s-telling-these-idiots-to-panic-buy/article/569183
1683,20200301T173000Z,Coronavirus fears send West Coast shoppers into panic,English,United States,https://nypost.com/2020/03/01/coronavirus-fears-send-west-coast-shoppers-into-panic/
1684,20200311T071500Z,"Scoot Asks Customers To Book With Confidence , Guarantees One - Time Free Flight Date Change",English,Singapore,https://goodyfeed.com/scoot-free-flight-date-change/
1685,20200323T153000Z,Walmart increasing minimum wage for warehouse employees,English,United States,https://thehill.com/blogs/blog-briefing-room/news/488960-walmart-increasing-minimum-wage-for-warehouse-employees
1686,20200325T064500Z,How Indians Stayed in their  Lakshman Rekha  While Buying Groceries after PM Modi Lockdown Move,English,India,https://www.news18.com/news/buzz/how-indians-stayed-in-their-lakshman-rekha-while-buying-groceries-after-pm-modis-lockdown-move-2550057.html
1687,20200326T204500Z,Not thinking straight ? What happens to our minds during a pandemic,English,Canada,https://www.thestar.com/podcasts/thismatters/2020/03/26/not-thinking-straight-what-happens-to-our-minds-during-a-pandemic.html
1688,20200305T084500Z,Toilet paper shortage : Man tasered after alleged assault at Big W,English,Australia,https://www.adelaidenow.com.au/lifestyle/health/police-taser-man-after-fight-over-toilet-paper-breaks-out-in-big-w/news-story/53de5794a49274c44558651d6712df71?nk=b7f134572938067d6864e5d662b84791-1583397188
1689,20200305T091500Z,Toilet paper shortage : Man tasered after alleged assault at Big W,English,Australia,https://www.adelaidenow.com.au/lifestyle/health/police-taser-man-after-fight-over-toilet-paper-breaks-out-in-big-w/news-story/53de5794a49274c44558651d6712df71?nk=9c0fc911510ddb12257b4c63e00e08b7-1583399000
1690,20200305T101500Z,Toilet paper shortage : Man tasered after alleged assault at Big W,English,Australia,https://www.adelaidenow.com.au/lifestyle/health/police-taser-man-after-fight-over-toilet-paper-breaks-out-in-big-w/news-story/53de5794a49274c44558651d6712df71?nk=f87cca6e97a754e693a0480fd5503193-1583402646
1691,20200325T081500Z,Coronavirus in Indore : Five people with no travel history test positive,English,India,https://www.businesstoday.in/latest/trends/coronavirus-in-indore-five-people-with-no-travel-history-test-positive/story/399166.html
1692,20200321T101500Z,Grocery stores seeing long lines despite  Stay at Home  Order,English,United States,https://www.foxla.com/news/grocery-stores-seeing-long-lines-despite-stay-at-home-order
1693,20200318T180000Z,Swiss start rationing drugs to prevent panic buying due to coronavirus,English,United States,https://uk.reuters.com/article/uk-health-coronavirus-swiss-rationing/swiss-start-rationing-drugs-to-prevent-panic-buying-due-to-coronavirus-idUKKBN21536E
1694,20200318T174500Z,Swiss start rationing drugs to prevent panic buying due to coronavirus,English,United States,https://www.reuters.com/article/health-coronavirus-swiss-rationing-idUSL8N2BB79O
1695,20200315T224500Z,There Plenty of Food,English,United States,https://talkingpointsmemo.com/edblog/theres-plenty-of-food
1696,20200310T111500Z,British Airways cancels all flights to and from Italy as 60 routes grounded,English,United Kingdom,https://www.dailystar.co.uk/news/latest-news/breaking-british-airways-cancels-flights-21665401
1697,20200310T124500Z,Coronavirus : Streets of Italy deserted as government implements mass lockdown,English,Canada,https://globalnews.ca/news/6654250/coronavirus-italy-lockdown/
1698,20200318T081500Z,Customers fuming at Post office in Solihull for selling hand sanitiser at £19 . 99 a bottle,English,United Kingdom,https://www.birminghammail.co.uk/whats-on/shopping/customers-fuming-post-office-solihull-17939822
